,location,total_sqft,bath,price,bhk,encoded_loc
5269,other,1410.0,3.0,65.0,3,240
5270,Begur Road,1933.0,3.0,98.0,3,42
5271,Begur Road,1200.0,2.0,45.6,2,42
5272,Whitefield,1608.0,2.0,63.0,3,234
5273,Horamavu Banaswadi,1156.0,2.0,46.9,2,102
5274,other,1230.0,2.0,75.0,2,240
5275,Kasavanhalli,770.0,1.0,43.82,1,134
5276,Ardendale,1777.26,3.0,105.0,3,20
5277,Kanakpura Road,1339.0,2.0,85.0,2,131
5278,Sarjapur  Road,3044.0,3.0,183.0,3,203
5279,other,1080.0,2.0,44.8,2,240
5280,other,2400.0,2.0,135.0,2,240
5281,Hulimavu,1450.0,3.0,72.0,3,108
5282,Kothanur,1075.0,2.0,53.0,2,150
5283,Sarjapur  Road,1163.0,2.0,62.0,3,203
5284,TC Palaya,1200.0,2.0,65.0,2,216
5285,Hebbal,1299.0,2.0,100.0,2,95
5286,Electronic City,1130.0,2.0,32.63,2,77
5287,HRBR Layout,1170.0,2.0,75.0,2,91
5288,JP Nagar,3070.0,2.0,152.0,3,113
5289,Yelahanka,2600.0,4.0,175.0,4,236
5290,KR Puram,1140.0,2.0,43.32,2,119
5291,Kanakpura Road,1900.0,3.0,125.0,3,131
5292,Bommasandra Industrial Area,1090.0,2.0,31.48,2,52
5293,Electronic City,1110.0,2.0,39.95,2,77
5294,Nagavarapalya,705.0,1.0,57.0,1,177
5295,HBR Layout,1089.0,2.0,60.0,2,90
5296,other,880.0,2.0,48.0,2,240
5297,Kereguddadahalli,1080.0,2.0,32.0,2,141
5298,Thanisandra,1093.0,2.0,68.1,2,218
5299,Banashankari Stage III,1480.0,3.0,75.48,3,31
5300,Hegde Nagar,1703.0,3.0,125.0,3,97
5301,Hebbal,1200.0,2.0,60.0,2,95
5302,Marathahalli,1690.0,3.0,116.0,3,165
5303,Yelahanka,1305.0,2.0,78.0,2,236
5304,Talaghattapura,1257.0,2.0,40.22,3,217
5305,other,1150.0,2.0,45.0,2,240
5306,other,1194.0,2.0,55.0,2,240
5307,other,2000.0,3.0,90.0,3,240
5308,Anekal,1500.0,4.0,99.0,3,18
5309,other,1025.0,2.0,42.5,2,240
5310,Horamavu Agara,980.0,2.0,38.19,2,101
5311,Whitefield,2225.0,3.0,149.0,3,234
5312,other,1022.0,2.0,57.0,2,240
5313,Narayanapura,1153.0,2.0,45.0,2,178
5314,Pai Layout,1175.0,2.0,60.0,2,185
5315,Vidyaranyapura,1560.0,3.0,68.0,3,229
5316,Billekahalli,1350.0,3.0,55.0,2,47
5317,other,1200.0,2.0,76.0,2,240
5318,other,1200.0,1.0,54.0,2,240
5319,Chandapura,800.0,2.0,25.0,2,58
5320,Electronic City,2093.0,4.0,104.0,4,77
5321,Uttarahalli,1320.0,2.0,55.44,3,225
5322,Bannerghatta Road,1275.0,2.0,73.0,2,37
5323,Begur Road,1215.0,2.0,43.13,2,42
5324,Kanakapura,1130.0,2.0,45.2,2,130
5325,Begur Road,1444.0,2.0,71.5,3,42
5326,other,950.0,2.0,38.0,2,240
5327,Banashankari Stage II,1240.0,2.0,59.52,3,30
5328,Hennur,1231.0,2.0,50.0,2,98
5329,Yeshwanthpur,1713.0,3.0,110.0,3,239
5330,Kogilu,1200.0,2.0,53.33,2,146
5331,Sarjapur  Road,3004.0,4.0,158.0,3,203
5332,Sonnenahalli,1310.0,2.0,46.0,3,213
5333,Jalahalli,790.0,2.0,49.5,2,115
5334,other,1605.0,3.0,100.0,3,240
5335,Whitefield,1250.0,2.0,82.0,2,234
5336,Subramanyapura,1260.0,2.0,76.0,3,214
5337,Yelahanka,1180.0,2.0,56.0,2,236
5338,Uttarahalli,1255.0,2.0,50.19,3,225
5339,Electronic City,1025.0,2.0,53.9,2,77
5340,Sarjapur  Road,1877.0,4.0,150.0,3,203
5341,Hennur,2500.0,5.0,125.0,5,98
5342,other,1542.0,3.0,98.0,3,240
5343,Thigalarapalya,1418.0,2.0,105.0,2,219
5344,other,1012.0,2.0,42.0,2,240
5345,Chandapura,1200.0,2.0,65.0,2,58
5346,Sarjapur  Road,1115.0,2.0,43.0,2,203
5347,Green Glen Layout,1680.0,4.0,95.0,3,86
5348,Old Madras Road,1171.0,2.0,72.0,2,183
5349,Tumkur Road,1027.0,2.0,68.62,2,223
5350,Shampura,1700.0,3.0,75.0,3,208
5351,Kanakapura,1090.0,2.0,38.15,2,130
5352,Hennur Road,1232.0,2.0,74.0,2,99
5353,Anekal,766.0,2.0,28.0,2,18
5354,Kanakpura Road,525.0,1.0,27.0,1,131
5355,JP Nagar,1452.0,2.0,41.0,3,113
5356,Choodasandra,1254.0,2.0,65.0,3,63
5357,other,3600.0,5.0,110.0,5,240
5358,Kanakpura Road,1593.0,3.0,118.0,3,131
5359,other,1333.0,2.0,77.27,2,240
5360,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3,193
5361,Ardendale,1650.0,3.0,82.0,3,20
5362,Thanisandra,1430.0,2.0,51.48,3,218
5363,Electronic City,940.0,2.0,54.0,2,77
5364,Electronic City,435.0,1.0,21.0,1,77
5365,Begur Road,1160.0,2.0,36.54,2,42
5366,Electronic City,1500.0,2.0,77.5,3,77
5367,Koramangala,1890.0,2.0,100.0,3,148
5368,other,1050.0,2.0,70.0,2,240
5369,Haralur Road,1027.0,2.0,43.0,2,93
5370,Seegehalli,3000.0,4.0,235.0,3,207
5371,Tumkur Road,1459.0,2.0,95.0,3,223
5372,Yelahanka,1711.0,3.0,85.61,3,236
5373,Hoodi,1250.0,2.0,98.0,2,100
5374,Anandapura,875.0,2.0,57.0,2,16
5375,Ramamurthy Nagar,1334.0,2.0,67.0,2,197
5376,other,1140.0,2.0,32.92,2,240
5377,Sarjapur  Road,1115.0,2.0,50.0,2,203
5378,Thigalarapalya,2072.0,4.0,160.0,3,219
5379,Kengeri Satellite Town,920.0,2.0,39.0,2,140
5380,Nagasandra,1310.0,3.0,95.0,4,175
5381,Electronic City,1631.0,3.0,80.0,3,77
5382,Kanakpura Road,525.0,1.0,27.5,1,131
5383,Jalahalli,1395.0,3.0,82.0,3,115
5384,other,2000.0,3.0,105.0,3,240
5385,Hennur Road,1232.0,2.0,66.0,2,99
5386,other,1075.0,2.0,55.0,2,240
5387,Gubbalala,1205.0,2.0,70.0,2,87
5388,Rajiv Nagar,2340.0,5.0,129.0,4,195
5389,Rayasandra,1179.0,2.0,55.0,3,198
5390,Kodigehaali,1013.0,2.0,51.0,2,143
5391,Uttarahalli,1160.0,2.0,40.6,2,225
5392,7th Phase JP Nagar,1200.0,2.0,62.5,2,7
5393,Uttarahalli,1255.0,2.0,50.19,3,225
5394,other,1069.0,2.0,55.0,2,240
5395,other,1200.0,3.0,99.0,3,240
5396,Marathahalli,1065.0,2.0,55.0,2,165
5397,Lakshminarayana Pura,1395.0,2.0,75.0,2,157
5398,other,1007.0,2.0,43.0,2,240
5399,Kengeri,1436.0,2.0,55.0,3,139
5400,other,4250.0,6.0,150.0,6,240
5401,Hebbal,1645.0,3.0,117.0,3,95
5402,Kengeri,1200.0,2.0,58.0,2,139
5403,Mysore Road,940.0,2.0,43.61,2,171
5404,KR Puram,4300.0,6.0,175.0,6,119
5405,Haralur Road,1194.0,2.0,47.0,2,93
5406,Dodda Nekkundi,1829.0,3.0,125.0,3,70
5407,other,1000.0,2.0,60.0,2,240
5408,other,5720.0,3.0,350.0,3,240
5409,Hebbal,1390.0,2.0,95.0,2,95
5410,Lakshminarayana Pura,1500.0,3.0,104.0,3,157
5411,Vijayanagar,2047.0,3.0,136.0,3,230
5412,Jakkur,1202.0,2.0,79.0,2,114
5413,other,1012.0,2.0,59.0,2,240
5414,Gunjur,2132.0,3.0,80.0,3,88
5415,Whitefield,605.0,1.0,40.0,1,234
5416,Harlur,1331.0,2.0,88.0,2,94
5417,Margondanahalli,1200.0,2.0,69.0,2,166
5418,other,1280.0,2.0,49.0,3,240
5419,Balagere,1007.0,2.0,62.0,2,28
5420,Thanisandra,1370.0,2.0,61.0,3,218
5421,other,925.0,2.0,35.0,2,240
5422,TC Palaya,1500.0,2.0,75.0,2,216
5423,Hennur Road,1341.0,2.0,95.0,2,99
5424,2nd Phase Judicial Layout,1350.0,2.0,47.25,3,2
5425,Tumkur Road,992.0,2.0,60.0,2,223
5426,Uttarahalli,1163.0,2.0,68.0,2,225
5427,Sarjapur  Road,1229.0,2.0,70.0,2,203
5428,other,600.0,2.0,39.0,2,240
5429,Electronic City Phase II,1219.0,2.0,61.26,2,78
5430,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3,193
5431,Kasavanhalli,1147.0,2.0,60.0,2,134
5432,Akshaya Nagar,1412.0,2.0,88.0,3,12
5433,Sarjapur  Road,1044.0,2.0,34.77,2,203
5434,Nagarbhavi,1190.0,2.0,63.0,2,174
5435,other,1240.0,2.0,65.0,3,240
5436,Jigani,1352.0,3.0,65.0,3,117
5437,other,1100.0,2.0,55.0,2,240
5438,Uttarahalli,1330.0,2.0,39.9,3,225
5439,other,1700.0,3.0,111.0,3,240
5440,Electronic City,1355.0,2.0,67.0,2,77
5441,Ramamurthy Nagar,1200.0,2.0,46.0,2,197
5442,Kengeri,400.0,2.0,25.0,1,139
5443,Sarjapur  Road,1342.0,2.0,70.0,2,203
5444,Begur Road,1615.0,3.0,50.87,3,42
5445,other,1340.0,2.0,65.0,2,240
5446,other,1200.0,2.0,54.0,2,240
5447,Devanahalli,1080.0,2.0,52.0,2,68
5448,Electronic City,1200.0,2.0,34.0,2,77
5449,Hennur Road,2700.0,3.0,150.0,3,99
5450,other,1780.0,3.0,110.0,3,240
5451,Amruthahalli,1605.0,3.0,65.0,3,15
5452,Kammanahalli,1200.0,2.0,80.0,2,128
5453,Margondanahalli,900.0,2.0,49.0,2,166
5454,Sarjapur,1830.0,3.0,88.0,3,202
5455,other,1800.0,4.0,68.0,5,240
5456,Uttarahalli,1065.0,2.0,42.59,2,225
5457,other,900.0,2.0,65.0,3,240
5458,other,946.0,2.0,45.0,2,240
5459,Laggere,1500.0,1.0,60.0,1,156
5460,Sarjapur  Road,1711.0,3.0,110.0,3,203
5461,Kudlu Gate,1656.0,3.0,80.0,3,152
5462,Uttarahalli,1075.0,2.0,46.76,2,225
5463,Harlur,1752.12,3.0,133.0,3,94
5464,other,1540.0,3.0,85.0,3,240
5465,LB Shastri Nagar,665.0,1.0,32.0,1,155
5466,Sector 2 HSR Layout,1665.0,3.0,110.0,3,205
5467,Electronics City Phase 1,1145.0,2.0,54.0,2,79
5468,Whitefield,1185.0,2.0,41.0,2,234
5469,Marathahalli,1693.0,3.0,125.0,3,165
5470,Uttarahalli,1155.0,2.0,40.6,2,225
5471,other,1610.0,2.0,64.4,3,240
5472,Whitefield,1200.0,3.0,56.58,3,234
5473,EPIP Zone,1709.0,3.0,80.0,3,76
5474,Gottigere,1400.0,2.0,50.0,3,85
5475,KR Puram,1200.0,2.0,42.0,2,119
5476,other,1439.0,3.0,57.23,3,240
5477,Kasavanhalli,1375.0,2.0,72.0,2,134
5478,Vijayanagar,1200.0,2.0,75.0,3,230
5479,Yelahanka,1315.0,2.0,75.0,2,236
5480,Yelahanka,3600.0,6.0,200.0,6,236
5481,Vijayanagar,1178.0,2.0,82.0,2,230
5482,Bannerghatta Road,1430.0,3.0,59.0,3,37
5483,Mahadevpura,1400.0,2.0,65.8,3,160
5484,Thanisandra,1093.0,2.0,72.0,2,218
5485,Horamavu Banaswadi,1200.0,2.0,45.0,2,102
5486,Magadi Road,5000.0,6.0,360.0,5,159
5487,Whitefield,2210.0,3.0,156.0,3,234
5488,Uttarahalli,1150.0,2.0,70.0,2,225
5489,other,1435.0,2.0,60.0,3,240
5490,Whitefield,1173.0,2.0,78.2,2,234
5491,Thanisandra,1140.0,2.0,39.0,2,218
5492,other,1717.0,3.0,120.0,3,240
5493,Mallasandra,1325.0,2.0,65.0,2,162
5494,Hoodi,1370.0,3.0,67.0,3,100
5495,other,1409.0,2.0,62.0,3,240
5496,Bellandur,1200.0,2.0,52.0,2,43
5497,Thanisandra,1200.0,2.0,53.5,2,218
5498,Whitefield,1740.0,4.0,130.0,3,234
5499,Hennur Road,1232.0,2.0,88.0,2,99
5500,Chandapura,1200.0,2.0,36.0,2,58
5501,other,1250.0,2.0,50.0,2,240
5502,Bommanahalli,2100.0,4.0,85.0,4,50
5503,5th Phase JP Nagar,552.0,1.0,23.5,1,5
5504,Uttarahalli,1065.0,2.0,42.59,3,225
5505,other,1225.0,2.0,65.0,2,240
5506,Padmanabhanagar,1067.0,2.0,52.0,2,184
5507,Sarjapur,1364.0,2.0,56.0,3,202
5508,other,1750.0,3.0,75.0,3,240
5509,Bannerghatta Road,1240.0,2.0,71.0,2,37
5510,Hulimavu,1200.0,2.0,75.0,2,108
5511,Kaggadasapura,1540.0,3.0,75.0,3,122
5512,other,1504.0,2.0,102.0,3,240
5513,other,1116.0,2.0,49.8,2,240
5514,Hennur Road,2365.0,4.0,175.0,3,99
5515,Sarjapura - Attibele Road,1308.0,2.0,37.0,2,204
5516,Vijayanagar,864.0,2.0,45.0,2,230
5517,Hoskote,1069.0,2.0,38.0,3,106
5518,Hebbal,1333.0,2.0,100.0,2,95
5519,other,1800.0,4.0,145.0,4,240
5520,Thanisandra,1698.0,3.0,107.0,3,218
5521,JP Nagar,1275.0,2.0,43.6,3,113
5522,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2,193
5523,Hennur,1160.0,2.0,49.0,2,98
5524,Sarjapur  Road,1484.0,2.0,65.0,3,203
5525,Hennur Road,1310.0,2.0,66.0,2,99
5526,other,3000.0,4.0,240.0,4,240
5527,Varthur,2145.0,3.0,165.0,3,226
5528,Marathahalli,1693.0,3.0,125.0,3,165
5529,Jigani,1230.0,3.0,60.0,3,117
5530,Bommasandra Industrial Area,1310.0,2.0,37.83,3,52
5531,other,1150.0,2.0,60.0,2,240
5532,Munnekollal,1385.0,2.0,66.5,3,169
5533,Tumkur Road,1066.0,2.0,52.5,2,223
5534,Thanisandra,2293.0,3.0,80.26,3,218
5535,other,1625.0,3.0,92.0,3,240
5536,Vittasandra,1246.0,2.0,67.4,2,233
5537,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6,193
5538,7th Phase JP Nagar,1000.0,2.0,70.65,2,7
5539,Nagavarapalya,907.0,2.0,38.0,2,177
5540,Ulsoor,3500.0,4.0,138.0,4,224
5541,Varthur,1395.0,2.0,79.0,3,226
5542,other,1180.0,2.0,50.0,2,240
5543,Banaswadi,1903.0,6.0,140.0,5,34
5544,Electronic City,1175.0,2.0,47.0,2,77
5545,other,1272.0,2.0,51.5,2,240
5546,other,1490.0,2.0,92.0,3,240
5547,Yeshwanthpur,1144.0,2.0,67.0,2,239
5548,other,2400.0,5.0,140.0,4,240
5549,Hormavu,1143.0,2.0,53.0,2,103
5550,Karuna Nagar,2500.0,3.0,190.0,3,133
5551,Whitefield,1216.0,2.0,75.0,2,234
5552,other,1044.0,2.0,60.0,2,240
5553,Prithvi Layout,1352.0,3.0,93.0,2,190
5554,Hennur Road,1552.0,3.0,75.0,3,99
5555,Bellandur,1785.0,3.0,120.0,3,43
5556,Pai Layout,810.0,2.0,34.5,2,185
5557,Banashankari Stage V,1650.0,3.0,51.98,3,32
5558,other,1595.0,3.0,70.39,3,240
5559,Whitefield,1060.0,2.0,35.0,2,234
5560,Babusapalaya,1410.0,2.0,65.0,3,26
5561,Nagarbhavi,1523.0,2.0,56.0,3,174
5562,Kanakpura Road,1591.0,3.0,122.0,3,131
5563,other,1640.0,3.0,84.0,3,240
5564,Yelahanka New Town,450.0,1.0,16.0,1,237
5565,Bannerghatta Road,1305.0,2.0,60.0,3,37
5566,Yelahanka,1590.0,3.0,54.0,3,236
5567,Kaggadasapura,1240.0,2.0,45.0,2,122
5568,other,1200.0,2.0,54.0,2,240
5569,Dodda Nekkundi,1100.0,2.0,41.16,2,70
5570,Sarjapur  Road,1115.0,2.0,50.0,2,203
5571,Bisuvanahalli,845.0,2.0,33.0,2,49
5572,Channasandra,1310.0,2.0,45.0,3,59
5573,other,959.0,2.0,42.5,2,240
5574,Kambipura,883.0,2.0,37.0,2,127
5575,Rachenahalli,1050.0,2.0,55.5,2,192
5576,Yelahanka,1390.0,2.0,70.21,2,236
5577,Kenchenahalli,1280.0,2.0,69.0,3,138
5578,Yelahanka,1614.0,3.0,95.0,3,236
5579,Kasturi Nagar,1000.0,2.0,58.0,2,135
5580,Marathahalli,1196.0,2.0,57.9,2,165
5581,Sarjapur  Road,1220.0,3.0,57.0,3,203
5582,Ambalipura,950.0,2.0,31.95,2,13
5583,other,1141.0,2.0,55.0,2,240
5584,5th Phase JP Nagar,1200.0,2.0,51.0,2,5
5585,Kasavanhalli,1380.0,2.0,55.0,3,134
5586,Doddathoguru,855.0,2.0,32.0,2,73
5587,Chandapura,922.0,2.0,36.0,2,58
5588,other,1200.0,2.0,43.2,2,240
5589,other,1240.0,2.0,65.0,3,240
5590,7th Phase JP Nagar,1070.0,2.0,42.0,2,7
5591,other,1293.0,2.0,75.0,2,240
5592,R.T. Nagar,1380.0,2.0,50.0,3,191
5593,Yelahanka New Town,1599.0,3.0,80.0,3,237
5594,Nehru Nagar,967.0,2.0,41.1,2,180
5595,other,1885.0,3.0,90.0,3,240
5596,other,860.0,2.0,65.5,2,240
5597,Sarjapur  Road,1050.0,2.0,63.5,2,203
5598,Marathahalli,1595.0,3.0,88.0,3,165
5599,Sarjapur  Road,1350.0,2.0,102.0,2,203
5600,Hebbal,1204.0,2.0,45.0,2,95
5601,Sarjapur  Road,2990.0,4.0,240.0,4,203
5602,Sarjapur  Road,1035.0,2.0,49.0,2,203
5603,ITPL,1000.0,2.0,29.95,2,110
5604,Sarjapur  Road,1457.0,3.0,85.0,3,203
5605,Haralur Road,1194.0,2.0,47.0,2,93
5606,Bannerghatta,1100.0,2.0,66.0,2,36
5607,Whitefield,1655.0,3.0,120.0,3,234
5608,Kanakpura Road,1691.2,3.0,115.0,3,131
5609,Ramagondanahalli,1215.0,2.0,46.1,2,196
5610,Kanakpura Road,1660.0,2.0,50.125,2,131
5611,Hoodi,1639.0,3.0,129.0,3,100
5612,Sarjapur  Road,1685.0,3.0,135.0,3,203
5613,Hormavu,1100.0,2.0,38.0,2,103
5614,Marathahalli,2122.0,3.0,125.0,3,165
5615,Vasanthapura,1050.0,2.0,47.0,2,228
5616,Kengeri,1230.0,2.0,45.0,2,139
5617,5th Phase JP Nagar,1240.0,3.0,60.0,3,5
5618,Electronic City Phase II,1252.0,2.0,65.0,3,78
5619,other,1374.0,2.0,88.0,3,240
5620,8th Phase JP Nagar,500.0,1.0,30.0,1,8
5621,Hebbal,1355.0,3.0,83.87,3,95
5622,Banashankari,1040.0,2.0,45.0,2,29
5623,Sarjapur  Road,1350.0,2.0,68.0,2,203
5624,Hennur,2400.0,3.0,135.0,3,98
5625,Haralur Road,1560.0,3.0,90.0,3,93
5626,Anandapura,1151.0,2.0,43.16,2,16
5627,Uttarahalli,1360.0,2.0,47.59,3,225
5628,other,1250.0,2.0,60.0,2,240
5629,Hennur Road,1015.0,2.0,50.0,2,99
5630,Kadugodi,1351.0,2.0,78.0,3,121
5631,Yelahanka New Town,960.0,2.0,50.0,2,237
5632,other,1110.0,2.0,52.0,2,240
5633,R.T. Nagar,1680.0,3.0,72.0,3,191
5634,Arekere,2400.0,3.0,180.0,3,21
5635,other,1350.0,3.0,48.6,3,240
5636,Horamavu Banaswadi,1254.0,2.0,47.0,2,102
5637,CV Raman Nagar,1051.0,2.0,61.0,2,56
5638,Uttarahalli,1099.0,2.0,65.0,2,225
5639,Hebbal,2650.0,4.0,199.0,3,95
5640,other,2000.0,2.0,160.0,4,240
5641,Sarjapur  Road,1200.0,3.0,70.0,3,203
5642,Whitefield,1125.0,2.0,45.0,2,234
5643,Vittasandra,1650.0,3.0,85.0,3,233
5644,other,834.0,1.0,62.0,1,240
5645,Gollarapalya Hosahalli,1320.0,3.0,60.0,3,84
5646,Mysore Road,1500.0,3.0,74.0,3,171
5647,Whitefield,1180.0,2.0,70.0,2,234
5648,Kadugodi,1010.0,2.0,50.0,2,121
5649,Channasandra,1070.0,2.0,38.0,2,59
5650,Choodasandra,1580.0,3.0,105.0,3,63
5651,Green Glen Layout,2000.0,3.0,165.0,3,86
5652,Iblur Village,1920.0,3.0,130.0,3,111
5653,Sanjay nagar,1200.0,2.0,76.0,3,200
5654,Kalena Agrahara,1040.0,2.0,45.0,2,125
5655,Hulimavu,1430.0,2.0,90.0,3,108
5656,Uttarahalli,1215.0,2.0,52.85,3,225
5657,Thanisandra,1564.0,3.0,105.0,3,218
5658,Hormavu,750.0,2.0,58.0,2,103
5659,Kasavanhalli,1200.0,2.0,60.0,2,134
5660,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2,193
5661,Begur Road,1200.0,2.0,44.4,2,42
5662,other,2000.0,4.0,135.0,4,240
5663,Yelahanka,1650.0,3.0,105.0,3,236
5664,Yelahanka,1200.0,2.0,55.0,2,236
5665,Kengeri Satellite Town,985.0,2.0,42.0,2,140
5666,Ramagondanahalli,1475.0,2.0,63.0,3,196
5667,Sarjapur  Road,1157.0,2.0,53.99,3,203
5668,other,900.0,2.0,35.0,2,240
5669,Gottigere,2500.0,3.0,120.0,4,85
5670,GM Palaya,1030.0,2.0,60.0,2,81
5671,other,1000.0,2.0,46.0,2,240
5672,Kasavanhalli,4260.0,4.0,333.0,4,134
5673,Kudlu,1570.0,2.0,65.94,3,151
5674,Kanakapura,1283.0,2.0,68.0,2,130
5675,other,1200.0,2.0,52.0,2,240
5676,Konanakunte,2400.0,2.0,180.0,3,147
5677,Kathriguppe,1250.0,2.0,68.75,3,136
5678,Yelahanka,990.0,2.0,37.62,2,236
5679,Panathur,1199.0,2.0,85.0,2,186
5680,other,1280.0,2.0,90.0,2,240
5681,other,1190.0,2.0,55.0,2,240
5682,Yelachenahalli,1100.0,2.0,60.0,2,235
5683,Harlur,1133.0,2.0,55.0,2,94
5684,Somasundara Palya,2400.0,3.0,140.0,4,211
5685,Whitefield,1280.0,2.0,69.0,2,234
5686,Horamavu Agara,1250.0,3.0,65.0,3,101
5687,Begur Road,1565.0,2.0,49.3,3,42
5688,other,1900.0,3.0,65.0,3,240
5689,Munnekollal,1080.0,2.0,45.0,2,169
5690,Battarahalli,600.0,1.0,47.0,1,40
5691,HRBR Layout,1335.0,2.0,87.0,3,91
5692,Vittasandra,1246.0,2.0,67.3,2,233
5693,JP Nagar,5048.0,2.0,237.5,3,113
5694,Sarjapur  Road,1385.0,3.0,55.0,3,203
5695,other,1578.0,3.0,73.9,3,240
5696,HSR Layout,1140.0,2.0,46.0,2,92
5697,Sarjapur  Road,1700.0,3.0,79.9,3,203
5698,Vidyaranyapura,1120.0,2.0,70.0,2,229
5699,Electronic City,435.0,1.0,22.0,1,77
5700,Magadi Road,1116.0,2.0,51.89,2,159
5701,Old Madras Road,1480.0,3.0,95.0,3,183
5702,Hormavu,1000.0,2.0,50.0,2,103
5703,HSR Layout,1145.0,2.0,46.0,2,92
5704,Bommasandra,800.0,1.0,32.0,2,51
5705,Thanisandra,1265.0,2.0,83.0,2,218
5706,Devanahalli,2425.0,3.0,88.2,3,68
5707,other,1475.0,2.0,70.0,2,240
5708,BTM 2nd Stage,1265.0,2.0,55.0,2,24
5709,Anandapura,1200.0,2.0,58.0,2,16
5710,Brookefield,1080.0,2.0,50.0,2,54
5711,Whitefield,2023.0,4.0,130.0,3,234
5712,other,2400.0,2.0,125.0,2,240
5713,Kadubeesanahalli,1545.0,2.0,66.0,3,120
5714,6th Phase JP Nagar,1350.0,2.0,58.0,3,6
5715,Hoodi,1108.0,2.0,74.23,2,100
5716,Marathahalli,1730.0,3.0,115.0,3,165
5717,other,1427.0,2.0,70.0,3,240
5718,Yelahanka,935.0,2.0,35.53,2,236
5719,Sarjapura - Attibele Road,1073.0,2.0,31.77,2,204
5720,Ananth Nagar,960.0,2.0,37.0,2,17
5721,Thigalarapalya,2215.0,4.0,150.0,3,219
5722,Electronic City Phase II,1125.0,2.0,32.49,2,78
5723,Brookefield,1230.0,2.0,55.0,2,54
5724,Mahadevpura,1438.0,2.0,89.0,2,160
5725,7th Phase JP Nagar,1080.0,2.0,75.0,2,7
5726,Uttarahalli,1590.0,3.0,58.0,3,225
5727,other,1350.0,3.0,68.0,3,240
5728,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3,193
5729,Kaggadasapura,1560.0,2.0,72.0,3,122
5730,Mallasandra,1810.0,3.0,57.0,4,162
5731,other,2274.24,4.0,160.0,3,240
5732,Sonnenahalli,1484.0,3.0,74.18,3,213
5733,other,1455.0,2.0,55.0,3,240
5734,Thanisandra,2280.0,4.0,184.0,3,218
5735,Bharathi Nagar,1351.0,2.0,74.0,2,45
5736,Kanakpura Road,1223.0,2.0,42.81,3,131
5737,KR Puram,1430.0,2.0,61.0,3,119
5738,Electronic City Phase II,1310.0,2.0,37.83,3,78
5739,Sarjapur  Road,984.0,2.0,55.0,2,203
5740,Jalahalli,1770.0,3.0,100.0,3,115
5741,Bhoganhalli,1447.0,2.0,75.97,2,46
5742,Margondanahalli,1140.0,2.0,60.0,2,166
5743,Bommanahalli,1170.0,2.0,34.0,2,50
5744,Poorna Pragna Layout,1160.0,2.0,46.39,2,189
5745,Kanakpura Road,1296.0,2.0,89.0,2,131
5746,other,1570.0,3.0,80.0,3,240
5747,other,1495.0,2.0,65.0,3,240
5748,Hoodi,1530.0,2.0,67.0,3,100
5749,Gunjur,1800.0,3.0,70.0,3,88
5750,Bellandur,1088.0,2.0,48.0,2,43
5751,Hosa Road,1533.0,3.0,98.18,3,104
5752,Rachenahalli,1100.0,2.0,68.0,2,192
5753,Thubarahalli,1540.0,3.0,90.0,3,220
5754,Hebbal,1244.0,3.0,48.0,2,95
5755,Hosa Road,1040.0,2.0,68.59,2,104
5756,Begur Road,1260.0,2.0,39.69,2,42
5757,Uttarahalli,1180.0,2.0,41.3,2,225
5758,Thigalarapalya,1245.0,2.0,100.0,2,219
5759,other,1350.0,3.0,75.0,3,240
5760,other,1464.0,3.0,56.0,3,240
5761,Vijayanagar,920.0,2.0,60.0,2,230
5762,other,2300.0,7.0,160.0,6,240
5763,Yelahanka New Town,2095.0,3.0,109.0,4,237
5764,Begur Road,1100.0,2.0,71.42,2,42
5765,Vijayanagar,1019.0,2.0,58.0,2,230
5766,Harlur,1756.0,3.0,128.0,3,94
5767,Bommasandra,1280.0,3.0,50.0,3,51
5768,Whitefield,2134.0,4.0,118.0,3,234
5769,Hosa Road,1369.1,2.0,98.0,2,104
5770,other,2515.0,4.0,155.0,3,240
5771,Thigalarapalya,2215.0,4.0,154.0,3,219
5772,other,1440.0,3.0,72.0,3,240
5773,Hennur Road,1186.0,2.0,55.33,3,99
5774,Uttarahalli,1350.0,2.0,47.24,3,225
5775,Hebbal,1800.0,3.0,140.0,3,95
5776,Kudlu,1600.0,3.0,79.0,3,151
5777,GM Palaya,1000.0,2.0,35.0,2,81
5778,Banashankari Stage III,1305.0,2.0,59.0,3,31
5779,Kambipura,1082.0,2.0,45.5,3,127
5780,Nagarbhavi,1050.0,2.0,80.0,2,174
5781,other,1200.0,2.0,56.0,2,240
5782,Begur,3500.0,4.0,185.0,3,41
5783,Dasarahalli,1220.0,2.0,52.0,2,67
5784,Kanakapura,2130.0,4.0,120.0,4,130
5785,Harlur,1749.0,3.0,120.0,3,94
5786,other,1670.0,3.0,75.0,3,240
5787,Hennur Road,2264.0,3.0,168.0,3,99
5788,Begur,1100.0,2.0,55.0,2,41
5789,Chandapura,674.0,1.0,19.9,2,58
5790,Electronics City Phase 1,1125.0,2.0,65.0,2,79
5791,Nagavara,1125.0,2.0,44.5,2,176
